1.18876,263.857
2.20199,98.6945
3.21033,110.081
4.21882,114.032
5.22258,105.603
6.23519,107.642
7.23713,102.801
8.23716,110.997
9.24332,109.327
10.2454,103.788
11.2522,110.248
12.2611,116.959
13.2619,110.905
14.277,113.297
15.2774,110.953
16.2847,109.198
17.2848,113.994
18.2849,115.991
19.294,114.951
20.3099,112.214
21.3116,111.809
22.3137,109.773
23.318,108.535
24.3184,106.958
25.3268,97.1773
26.3438,112.097
27.3452,108.85
28.3514,114.292
29.36,114.022
30.3619,110.786
31.3768,113.312
32.3849,101.179
33.3851,89.9775
34.393,109.148
35.4015,116.005
36.402,87.9551
37.4038,115.8
38.41,115.28
39.4133,111.629
40.4181,112.46
41.4182,113.993
42.421,114.679
43.4352,90.7154
44.4367,105.839
45.4367,117.997
46.4519,105.4
47.4537,108.805
48.4635,63.3782
49.4639,59.9774
50.4817,58.9494
51.4827,59.9383
52.4988,60.0375
53.5136,60.1096
54.515,59.9163
55.5162,59.9285
56.5316,60.07
57.5482,60.0055
58.5493,59.9322
59.5637,60.1378
60.566,59.8585
61.5823,60.0265
62.5824,59.9922
63.5824,59.9986
64.5991,59.9989
65.6136,60.1311
66.6157,59.8736
67.6158,59.9897
68.6327,59.9863
69.6491,60.0174
70.6658,59.9976
71.6824,60.0033
72.6825,59.996
73.6826,59.9907
74.6991,60.0124
75.7158,59.9979
76.7158,59.9974
77.7317,60.046
78.7327,59.9424
79.7333,59.9629
80.7487,60.0761
81.7489,59.9863
82.749,59.9952
83.7494,59.9777
84.7651,60.0555
85.7659,59.9512
86.7821,60.0276
87.7829,59.9514
88.7991,60.0266
89.8157,60.0044
90.8324,60.0024
91.8325,59.9894
92.8488,60.0216
93.8654,60.0053
94.8656,59.9889
95.8841,59.8947
96.8989,60.1075
97.899,59.9952
98.8992,59.9894
99.9154,60.0233
100.916,59.9871
101.933,59.9498
102.949,60.045
103.95,59.9739
104.95,59.9794
105.963,60.1863
106.965,59.8908
107.982,59.9677
108.983,59.9717
109.999,60.0478
110.999,59.9977
111.999,59.9839
113.016,59.9909
114.032,60.0204
115.034,59.903
116.049,60.0869
117.065,60.029
118.065,59.988
119.065,59.9975
120.082,60.0022
121.099,60.0026
122.1,59.9424
123.115,60.07
124.115,59.9824
125.115,59.9991
126.132,60.0148
127.132,59.9758
128.149,60.0043
129.149,59.9782
130.165,60.0448
131.182,60.0133
132.182,59.968
133.183,59.951
134.199,60.0362
135.215,60.0171
136.232,60.0013
137.232,59.9914
138.249,60.0101
139.265,60.0149
140.266,59.9404
141.283,59.9687
142.297,60.1948
143.299,59.8669
144.315,60.0286
145.315,59.9771
146.316,59.985
147.332,60.0433
148.333,59.9204
149.349,60.0416
150.365,60.0176
151.366,59.942
152.382,60.0551
153.399,59.9875
154.399,59.9971
155.4,59.9498
156.415,60.059
157.432,60.0119
158.432,59.9763
159.449,60.0042
160.465,60.0189
161.482,60.0003
162.498,60.0173
163.499,59.9249
164.515,60.0468
165.516,58.9786
166.532,59.0407
167.533,67.9206
168.546,91.7803
169.547,107.946
170.549,104.8
171.563,111.384
172.571,105.161
173.581,104.037
174.588,94.2898
175.589,95.8868
1.18711,596.221
2.20362,110.181
3.21128,95.2701
4.22857,101.249
5.23595,104.231
6.24512,104.046
7.24707,100.804
8.25328,98.3893
9.26115,106.164
10.2613,102.987
11.2639,105.722
12.264,113.993
13.2693,116.384
14.2695,112.974
15.2724,108.689
16.2774,113.427
17.278,117.928
18.2859,115.092
19.2943,112.054
20.2944,114.999
21.3026,114.064
22.3026,119.99
23.3026,119
24.3046,116.769
25.3055,115.901
26.3116,118.273
27.3199,111.076
28.3282,111.083
29.3307,113.719
30.3309,102.978
31.3366,112.357
32.3391,109.723
33.3451,112.334
34.3616,85.5825
35.3782,101.321
36.3821,100.61
37.3948,74.0547
38.4027,90.2911
39.4133,70.2546
40.4143,59.9401
41.43,60.057
42.4464,58.046
43.4634,59.9808
44.4648,59.9157
45.474,81.2544
46.4815,103.227
